TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercentage,PaymentMethod
53,5/4/2025,1113.0,2038,404,2.0,2223.62,6.59,Cash
54,5/4/2025,1145.0,2079,401,0.0,1901.08,5.2,Credit Card
55,5/4/2025,1195.0,2026,402,2.0,507.74,22.12,Gift Card
56,5/4/2025,1169.0,2010,402,1.0,140.11,10.7,Mobile Payment
57,5/4/2025,1044.0,2070,401,1.0,0.0,19.3,Gift Card
58,5/4/2025,1000.0,2052,404,3.0,2193.78,2.46,Cash
59,5/4/2025,1074.0,2004,402,2.0,741.8,20.6,Mobile Payment
60,5/4/2025,1180.0,2036,404,0.0,217.98,15.32,Gift Card
61,5/4/2025,1175.0,2029,403,1.0,36.48,0.21,Gift Card
62,5/4/2025,1108.0,2014,402,1.0,221.67,13.68,Gift Card
63,5/4/2025,1068.0,2018,401,0.0,2169.04,17.9,Cash
64,5/4/2025,1042.0,2039,403,3.0,2929.32,27.41,Gift Card
65,5/4/2025,1031.0,2059,403,3.0,0.0,6.23,Mobile Payment
66,5/4/2025,1069.0,2064,404,3.0,1470.2,15.92,Gift Card
68,5/4/2025,1188.0,2041,403,0.0,1608.42,18.03,Mobile Payment
69,5/4/2025,1023.0,2029,401,2.0,0.0,5.27,Mobile Payment
70,5/4/2025,1147.0,2005,402,3.0,0.0,18.04,Cash
71,5/4/2025,1132.0,2083,404,2.0,614.53,4.37,Cash
72,5/4/2025,1046.0,2074,404,3.0,659.5,25.54,Mobile Payment
73,5/4/2025,1023.0,2060,403,3.0,1225.14,10.6,Cash
74,5/4/2025,1085.0,2041,401,1.0,1447.58,19.9,Credit Card
75,5/4/2025,1084.0,2052,404,2.0,2925.04,21.03,Gift Card
76,5/4/2025,1169.0,2051,401,3.0,117.32,25.2,Credit Card
77,5/4/2025,1022.0,2040,403,2.0,55.26,11.73,Mobile Payment
79,5/4/2025,1168.0,2069,404,3.0,232.39,4.88,Cash
80,5/4/2025,1013.0,2024,403,3.0,372.81,5.56,Gift Card
81,5/4/2025,1160.0,2056,401,1.0,472.25,7.1,Cash
82,5/4/2025,1068.0,2070,402,2.0,109.38,9.21,Mobile Payment
83,5/4/2025,1112.0,2089,404,0.0,2067.6,9.33,Credit Card
84,5/4/2025,1007.0,2080,402,1.0,1498.07,12.71,Gift Card
85,5/4/2025,1079.0,2070,401,3.0,34.18,13.45,Credit Card
86,5/4/2025,1023.0,2028,401,3.0,2551.76,10.79,Mobile Payment
87,5/4/2025,1030.0,2082,402,3.0,799.8,27.05,Gift Card
88,5/4/2025,1183.0,2037,403,3.0,2160.84,22.53,Gift Card
89,5/4/2025,1123.0,2060,402,3.0,2450.28,14.44,Credit Card
90,5/4/2025,1141.0,2018,404,1.0,2440.17,21.81,Credit Card
91,5/4/2025,1153.0,2065,402,0.0,470.34,12.45,Credit Card
92,5/4/2025,1070.0,2098,404,2.0,0.0,3.66,Gift Card
93,5/4/2025,1129.0,2034,401,2.0,108.94,28.08,Mobile Payment
94,5/4/2025,1185.0,2038,404,1.0,1667.72,3.11,Gift Card
95,5/4/2025,1114.0,2068,404,2.0,656.19,14.97,Gift Card
96,5/4/2025,1085.0,2070,404,3.0,0.0,12.77,Credit Card
97,5/4/2025,1082.0,2024,402,3.0,372.81,9.98,Credit Card
98,5/4/2025,1059.0,2099,404,0.0,1292.64,7.64,Cash
99,5/4/2025,1081.0,2095,404,3.0,490.79,13.89,Credit Card
100,5/4/2025,1098.0,2084,402,3.0,0.0,24.25,Gift Card
101,5/4/2025,1009.0,2016,403,0.0,969.06,29.84,Mobile Payment
102,5/4/2025,1112.0,2012,404,0.0,1869.57,6.2,Mobile Payment
103,5/4/2025,1184.0,2018,404,1.0,488.03,7.36,Gift Card
104,5/4/2025,1019.0,2060,403,2.0,0.0,8.57,Gift Card
105,5/4/2025,1159.0,2088,404,0.0,0.0,13.41,Gift Card
106,5/4/2025,1084.0,2086,404,2.0,2861.12,19.96,Credit Card
107,5/4/2025,1160.0,2091,404,0.0,905.79,28.61,Credit Card
108,5/4/2025,1158.0,2008,402,2.0,159.82,7.43,Gift Card
109,5/4/2025,1058.0,2095,401,3.0,2453.95,21.22,Credit Card
110,5/4/2025,1025.0,2097,401,3.0,842.1,23.62,Mobile Payment
111,5/4/2025,1042.0,2088,403,0.0,709.35,28.58,Credit Card
112,5/4/2025,1011.0,2041,401,2.0,0.0,24.18,Cash
113,5/4/2025,1091.0,2047,404,1.0,0.0,26.0,Gift Card
114,5/4/2025,1062.0,2067,404,1.0,0.0,10.63,Cash
115,5/4/2025,1043.0,2022,401,3.0,2684.72,15.93,Credit Card
116,5/4/2025,1158.0,2087,402,3.0,477.96,13.9,Cash
117,5/4/2025,1149.0,2018,402,3.0,1626.78,25.08,Credit Card
118,5/4/2025,1163.0,2032,404,2.0,756.48,26.34,Mobile Payment
119,5/4/2025,1170.0,2001,404,2.0,659.76,18.65,Mobile Payment
120,5/4/2025,1173.0,2069,402,0.0,464.78,20.74,Credit Card
121,5/4/2025,1113.0,2044,403,3.0,0.0,13.24,Gift Card
122,5/4/2025,1176.0,2032,404,2.0,756.48,19.05,Mobile Payment
123,5/4/2025,1050.0,2049,404,0.0,2819.52,23.16,Mobile Payment
124,5/4/2025,1060.0,2048,403,2.0,1144.42,21.6,Mobile Payment
125,5/4/2025,1179.0,2037,401,3.0,1440.56,22.94,Gift Card
126,5/4/2025,1070.0,2001,401,3.0,0.0,11.97,Gift Card
127,5/4/2025,1073.0,2099,402,2.0,0.0,21.2,Credit Card
128,5/4/2025,1056.0,2081,402,2.0,0.0,12.0,Gift Card
129,5/4/2025,1173.0,2096,402,0.0,672.18,5.71,Credit Card
130,5/4/2025,1160.0,2082,401,2.0,426.56,7.4,Gift Card
131,5/4/2025,1112.0,2004,403,1.0,1669.05,3.31,Cash
132,5/4/2025,1023.0,2037,403,3.0,2160.84,23.31,Cash
133,5/4/2025,1044.0,2025,402,2.0,223.7,28.43,Cash
134,5/4/2025,1135.0,2064,403,1.0,793.91,28.18,Mobile Payment
135,5/4/2025,1065.0,2061,403,2.0,639.74,4.96,Cash
136,5/4/2025,1029.0,2059,401,1.0,921.69,26.65,Gift Card
137,5/4/2025,1193.0,2028,404,2.0,1531.06,16.31,Cash
138,5/4/2025,1023.0,2050,401,2.0,298.85,25.92,Mobile Payment
139,5/4/2025,1137.0,2015,404,2.0,539.98,20.86,Credit Card
140,5/4/2025,1172.0,2095,403,3.0,2453.95,26.11,Cash
141,5/4/2025,1163.0,2047,401,1.0,301.48,8.02,Credit Card
142,5/4/2025,1120.0,2003,403,1.0,1039.99,14.8,Gift Card
143,5/4/2025,1165.0,2008,404,2.0,53.27,8.31,Mobile Payment
144,5/4/2025,1166.0,2052,401,1.0,658.13,13.12,Mobile Payment
146,5/4/2025,1029.0,2012,402,1.0,0.0,17.67,Gift Card
147,5/4/2025,1099.0,2058,403,3.0,666.75,11.72,Credit Card
148,5/4/2025,1150.0,2095,402,3.0,490.79,14.16,Cash
149,5/4/2025,1167.0,2012,404,3.0,0.0,26.4,Credit Card
150,5/4/2025,1071.0,2004,403,1.0,834.52,9.42,Mobile Payment
151,5/4/2025,1113.0,2056,402,2.0,839.55,21.93,Gift Card
152,5/4/2025,1025.0,2087,403,2.0,0.0,18.65,Gift Card
153,5/4/2025,1015.0,2050,403,1.0,504.31,29.22,Cash
154,5/4/2025,1031.0,2058,401,1.0,2400.3,7.67,Cash
155,5/4/2025,1164.0,2081,401,0.0,2984.88,0.18,Gift Card
156,5/4/2025,1085.0,2031,402,1.0,508.77,11.54,Mobile Payment
157,5/4/2025,1017.0,2097,402,1.0,757.89,11.46,Cash
158,5/4/2025,1059.0,2042,402,0.0,0.0,29.46,Mobile Payment
159,5/4/2025,1070.0,2018,402,2.0,0.0,19.8,Mobile Payment
160,5/4/2025,1044.0,2014,401,1.0,886.68,11.12,Mobile Payment
161,5/4/2025,1003.0,2045,402,2.0,499.42,15.76,Mobile Payment
162,5/4/2025,1004.0,2022,403,0.0,671.18,20.71,Cash
163,5/4/2025,1032.0,2094,404,0.0,493.35,17.59,Cash
164,5/4/2025,1190.0,2008,404,3.0,266.36,28.84,Gift Card
165,5/4/2025,1199.0,2046,401,3.0,167.15,22.52,Cash
166,5/4/2025,1128.0,2028,401,2.0,2041.41,11.7,Gift Card
167,5/4/2025,1117.0,2082,401,0.0,799.8,25.62,Credit Card
168,5/4/2025,1122.0,2051,404,0.0,234.64,1.61,Cash
169,5/4/2025,1125.0,2091,404,0.0,1811.58,12.41,Credit Card
170,5/4/2025,1020.0,2041,402,0.0,0.0,11.76,Cash
172,5/4/2025,1152.0,2067,403,3.0,872.85,10.69,Credit Card
173,5/4/2025,1129.0,2077,404,0.0,2809.15,0.38,Mobile Payment
174,5/4/2025,1179.0,2014,402,3.0,738.9,0.76,Gift Card
175,5/4/2025,1115.0,2029,404,2.0,0.0,9.01,Mobile Payment
176,5/4/2025,1116.0,2051,404,0.0,351.96,24.34,Gift Card
178,5/4/2025,1095.0,2019,404,0.0,933.93,14.86,Gift Card
179,5/4/2025,1023.0,2010,401,3.0,0.0,24.37,Cash
181,5/4/2025,1142.0,2007,403,0.0,583.39,9.12,Credit Card
182,5/4/2025,1105.0,2045,404,0.0,624.28,17.88,Credit Card
183,5/4/2025,1073.0,2076,403,2.0,1934.57,6.11,Credit Card
184,5/4/2025,1026.0,2073,402,1.0,1797.95,26.06,Gift Card
185,5/4/2025,1168.0,2061,402,0.0,599.76,3.02,Mobile Payment
186,5/4/2025,1089.0,2071,403,0.0,0.0,1.99,Mobile Payment
187,5/4/2025,1195.0,2035,402,3.0,0.0,0.39,Mobile Payment
188,5/4/2025,1143.0,2098,401,2.0,2178.86,29.29,Cash
189,5/4/2025,1007.0,2023,403,2.0,751.63,15.57,Credit Card
190,5/4/2025,1086.0,2044,401,1.0,373.64,20.99,Gift Card
191,5/4/2025,1036.0,2072,404,0.0,1260.9,26.34,Cash
192,5/4/2025,1036.0,2094,401,0.0,2466.75,8.51,Mobile Payment
193,5/4/2025,1191.0,2067,402,3.0,872.85,16.84,Gift Card
194,5/4/2025,1107.0,2058,403,1.0,1800.22,21.28,Cash
195,5/4/2025,1094.0,2039,403,0.0,1952.88,13.94,Credit Card
196,5/4/2025,1013.0,2019,402,0.0,0.0,0.45,Gift Card
197,5/4/2025,1172.0,2010,403,3.0,0.0,14.03,Cash
198,5/4/2025,1169.0,2054,404,3.0,900.51,4.73,Cash
199,5/4/2025,1106.0,2034,402,0.0,136.17,19.47,Credit Card
200,5/4/2025,1088.0,2055,401,2.0,129.46,28.28,Gift Card
201,5/4/2025,1173.0,2086,404,2.0,715.28,4.48,Mobile Payment
202,5/4/2025,1011.0,2028,404,0.0,0.0,7.71,Credit Card
203,5/4/2025,1001.0,2026,403,1.0,190.4,26.76,Mobile Payment
204,5/4/2025,1196.0,2017,403,2.0,370.96,26.32,Gift Card
205,5/4/2025,1083.0,2015,401,3.0,0.0,19.84,Mobile Payment
206,5/4/2025,1191.0,2055,402,1.0,48.55,13.26,Credit Card
207,5/4/2025,1097.0,2068,402,2.0,1312.38,18.2,Gift Card
208,5/4/2025,1018.0,2050,401,3.0,0.0,12.12,Mobile Payment
209,5/4/2025,1004.0,2058,401,2.0,1066.8,17.86,Mobile Payment
210,5/4/2025,1147.0,2054,404,3.0,2701.53,17.42,Gift Card
211,5/4/2025,1074.0,2014,404,0.0,738.9,23.1,Mobile Payment
212,5/4/2025,1083.0,2021,404,2.0,668.33,11.06,Mobile Payment
213,5/4/2025,1022.0,2055,401,1.0,97.09,7.52,Credit Card
214,5/4/2025,1111.0,2075,404,0.0,1561.28,16.47,Mobile Payment
215,5/4/2025,1101.0,2039,403,1.0,2636.39,20.22,Cash
216,5/4/2025,1085.0,2099,402,0.0,646.32,6.77,Credit Card
217,5/4/2025,1130.0,2081,401,1.0,1343.2,4.39,Gift Card
218,5/4/2025,1198.0,2044,403,1.0,186.82,11.88,Credit Card
219,5/4/2025,1060.0,2013,402,2.0,0.0,11.73,Mobile Payment
220,5/4/2025,1050.0,2022,402,0.0,671.18,18.34,Gift Card
221,5/4/2025,1045.0,2098,404,3.0,907.86,23.96,Cash
222,5/4/2025,1193.0,2072,404,2.0,1681.2,6.27,Credit Card
223,5/4/2025,1160.0,2040,402,3.0,138.16,28.46,Mobile Payment
224,5/4/2025,1017.0,2060,404,2.0,0.0,18.36,Credit Card
225,5/4/2025,1070.0,2075,401,2.0,624.51,1.15,Credit Card
226,5/4/2025,1129.0,2009,403,3.0,198.93,5.63,Mobile Payment
227,5/4/2025,1115.0,2004,401,2.0,2225.4,18.49,Cash
228,5/4/2025,1073.0,2009,401,3.0,66.31,4.19,Gift Card
229,5/4/2025,1118.0,2074,401,3.0,659.5,21.49,Cash
230,5/4/2025,1146.0,2083,402,2.0,614.53,11.14,Cash
231,5/4/2025,1154.0,2060,402,0.0,408.38,11.68,Mobile Payment
232,5/4/2025,1115.0,2013,403,0.0,2806.08,15.09,Mobile Payment
233,5/4/2025,1129.0,2082,402,0.0,1066.4,19.23,Mobile Payment
234,5/4/2025,1063.0,2090,404,3.0,71.64,23.3,Cash
235,5/4/2025,1134.0,2066,402,2.0,1238.54,26.08,Gift Card
236,5/4/2025,1095.0,2036,404,3.0,653.94,25.62,Credit Card
237,5/4/2025,1198.0,2043,401,2.0,1397.52,15.21,Mobile Payment
238,5/4/2025,1016.0,2042,401,3.0,0.0,29.51,Credit Card
239,5/4/2025,1072.0,2032,402,2.0,1512.96,10.71,Cash
240,5/4/2025,1020.0,2074,402,2.0,527.6,16.3,Mobile Payment
241,5/4/2025,1079.0,2083,404,1.0,691.34,3.78,Credit Card
242,5/4/2025,1152.0,2090,401,2.0,57.31,17.19,Cash
243,5/4/2025,1143.0,2048,403,1.0,0.0,10.59,Credit Card
244,5/4/2025,1171.0,2089,401,3.0,1654.08,22.72,Credit Card
245,5/4/2025,1130.0,2046,401,2.0,106.98,25.4,Credit Card
246,5/4/2025,1079.0,2023,402,2.0,3006.53,17.18,Mobile Payment
247,5/4/2025,1196.0,2062,402,1.0,1114.85,11.14,Gift Card
248,5/4/2025,1035.0,2019,401,2.0,0.0,12.65,Cash
249,5/4/2025,1025.0,2064,401,2.0,705.7,22.01,Credit Card
250,5/4/2025,1196.0,2079,402,3.0,2851.62,11.36,Cash
251,5/4/2025,1039.0,2020,402,1.0,338.25,23.26,Cash
252,5/4/2025,1184.0,2056,401,3.0,1574.16,14.71,Cash
254,5/4/2025,1156.0,2036,404,1.0,392.36,19.57,Credit Card
255,5/4/2025,1136.0,2030,403,3.0,509.91,18.74,Gift Card
256,5/4/2025,1049.0,2047,404,3.0,1674.9,9.69,Mobile Payment
257,5/4/2025,1196.0,2036,404,3.0,0.0,21.58,Cash
258,5/4/2025,1041.0,2025,402,2.0,671.09,0.48,Mobile Payment
259,5/4/2025,1013.0,2082,404,2.0,1066.4,0.06,Cash
260,5/4/2025,1141.0,2013,401,2.0,748.29,29.09,Mobile Payment
261,5/4/2025,1021.0,2097,402,2.0,673.68,23.48,Mobile Payment
262,5/4/2025,1115.0,2065,402,3.0,1881.36,23.41,Mobile Payment
263,5/4/2025,1023.0,2028,404,2.0,510.35,11.84,Gift Card
264,5/4/2025,1006.0,2053,401,3.0,610.15,9.01,Gift Card
265,5/4/2025,1128.0,2047,402,3.0,1004.94,6.58,Credit Card
266,5/4/2025,1020.0,2047,402,0.0,669.96,11.09,Gift Card
267,5/4/2025,1081.0,2012,403,1.0,1682.61,28.3,Cash
268,5/4/2025,1035.0,2004,403,3.0,927.25,5.54,Cash
269,5/4/2025,1178.0,2017,404,3.0,1854.8,3.56,Cash
270,5/4/2025,1157.0,2000,401,0.0,1938.62,27.54,Mobile Payment
271,5/4/2025,1065.0,2027,402,3.0,775.83,19.08,Gift Card
273,5/4/2025,1077.0,2015,401,1.0,1822.42,25.79,Cash
274,5/4/2025,1107.0,2081,404,0.0,2238.66,29.28,Mobile Payment
275,5/4/2025,1028.0,2063,401,1.0,994.43,7.79,Cash
276,5/4/2025,1183.0,2018,403,3.0,2711.3,13.46,Credit Card
277,5/4/2025,1000.0,2078,403,1.0,0.0,5.74,Mobile Payment
278,5/4/2025,1146.0,2053,402,0.0,1220.3,15.62,Cash
279,5/4/2025,1134.0,2046,401,0.0,33.43,1.15,Mobile Payment
280,5/4/2025,1099.0,2060,401,3.0,1633.52,0.91,Credit Card
281,5/4/2025,1095.0,2032,401,2.0,1512.96,16.2,Cash
282,5/4/2025,1017.0,2044,402,0.0,207.58,10.19,Cash
283,5/4/2025,1197.0,2074,403,1.0,593.55,15.05,Gift Card
284,5/4/2025,1011.0,2045,403,1.0,842.78,9.97,Mobile Payment
285,5/4/2025,1199.0,2087,404,3.0,159.32,3.78,Credit Card
286,5/4/2025,1161.0,2023,402,0.0,939.54,27.2,Cash
287,5/4/2025,1183.0,2099,404,0.0,1292.64,24.92,Cash
288,5/4/2025,1075.0,2025,401,1.0,0.0,5.0,Gift Card
289,5/4/2025,1010.0,2040,403,3.0,138.16,8.78,Mobile Payment
290,5/4/2025,1139.0,2060,403,0.0,1225.14,10.05,Gift Card
291,5/4/2025,1192.0,2082,402,2.0,213.28,26.05,Gift Card
292,5/4/2025,1091.0,2099,401,2.0,1034.11,17.56,Cash
293,5/4/2025,1069.0,2015,403,3.0,2699.88,19.79,Mobile Payment
294,5/4/2025,1102.0,2095,404,3.0,1472.37,28.7,Mobile Payment
296,5/4/2025,1094.0,2066,403,0.0,1032.12,10.84,Credit Card
297,5/4/2025,1186.0,2054,401,3.0,0.0,3.17,Gift Card
298,5/4/2025,1154.0,2023,403,2.0,751.63,28.93,Cash
299,5/4/2025,1026.0,2010,403,2.0,62.27,23.64,Cash
300,5/4/2025,1078.0,2057,404,1.0,393.28,17.46,Mobile Payment
301,5/4/2025,1176.0,2056,403,3.0,524.72,2.47,Mobile Payment
302,5/4/2025,1010.0,2093,403,3.0,0.0,13.36,Credit Card
303,5/4/2025,1070.0,2081,401,0.0,1492.44,18.89,Mobile Payment
304,5/4/2025,1171.0,2081,404,2.0,596.98,28.3,Mobile Payment
305,5/4/2025,1131.0,2095,402,0.0,1472.37,15.55,Gift Card
306,5/4/2025,1036.0,2077,404,0.0,1123.66,27.22,Mobile Payment
307,5/4/2025,1032.0,2008,402,2.0,106.54,13.15,Gift Card
308,5/4/2025,1092.0,2049,401,1.0,0.0,13.76,Mobile Payment
309,5/4/2025,1173.0,2057,403,2.0,349.58,22.53,Gift Card
310,5/4/2025,1113.0,2097,401,1.0,757.89,27.59,Mobile Payment
311,5/4/2025,1135.0,2046,404,2.0,80.23,26.45,Gift Card
312,5/4/2025,1166.0,2035,402,0.0,899.99,8.0,Gift Card
313,5/4/2025,1006.0,2094,402,3.0,1480.05,11.85,Credit Card
314,5/4/2025,1132.0,2049,401,2.0,1503.74,17.7,Gift Card
315,5/4/2025,1198.0,2033,404,1.0,2257.88,19.98,Cash
316,5/4/2025,1156.0,2036,404,1.0,784.73,27.25,Cash
317,5/4/2025,1031.0,2017,401,3.0,0.0,1.47,Mobile Payment
318,5/4/2025,1044.0,2091,404,0.0,1811.58,21.13,Credit Card
319,5/4/2025,1174.0,2040,403,0.0,34.54,6.08,Credit Card
320,5/4/2025,1140.0,2069,403,2.0,557.74,4.24,Credit Card
321,5/4/2025,1040.0,2091,402,2.0,724.63,29.63,Cash
322,5/4/2025,1130.0,2028,401,1.0,574.15,20.74,Cash
323,5/4/2025,1035.0,2030,404,0.0,339.94,12.72,Mobile Payment
324,5/4/2025,1092.0,2070,403,3.0,102.54,29.95,Mobile Payment
325,5/4/2025,1141.0,2016,401,0.0,0.0,1.82,Gift Card
326,5/4/2025,1079.0,2050,404,3.0,186.78,7.28,Mobile Payment
327,5/4/2025,1196.0,2052,401,1.0,2632.54,28.31,Cash
328,5/4/2025,1081.0,2082,401,3.0,1066.4,1.88,Credit Card
329,5/4/2025,1119.0,2087,403,1.0,0.0,12.71,Mobile Payment
330,5/4/2025,1199.0,2070,402,1.0,30.76,14.96,Mobile Payment
331,5/4/2025,1110.0,2064,401,0.0,0.0,16.23,Cash
332,5/4/2025,1132.0,2019,403,1.0,1681.07,23.59,Mobile Payment
333,5/4/2025,1041.0,2041,402,2.0,643.37,14.91,Mobile Payment
334,5/4/2025,1132.0,2036,401,2.0,348.77,5.6,Mobile Payment
335,5/4/2025,1050.0,2081,403,1.0,2686.39,0.53,Credit Card
336,5/4/2025,1160.0,2038,401,1.0,0.0,11.91,Gift Card
337,5/4/2025,1151.0,2074,402,1.0,1187.1,22.67,Cash
338,5/4/2025,1168.0,2079,403,0.0,1901.08,3.25,Mobile Payment
339,5/4/2025,1007.0,2010,401,2.0,62.27,18.68,Mobile Payment
340,5/4/2025,1166.0,2026,404,0.0,0.0,12.03,Cash
341,5/4/2025,1127.0,2080,403,2.0,1997.42,22.62,Credit Card
342,5/4/2025,1123.0,2031,404,2.0,1356.72,19.11,Gift Card
343,5/4/2025,1116.0,2009,401,1.0,119.36,9.84,Credit Card
344,5/4/2025,1112.0,2053,404,3.0,0.0,4.24,Cash
345,5/4/2025,1052.0,2043,402,2.0,698.76,9.69,Gift Card
346,5/4/2025,1183.0,2040,403,3.0,103.62,18.87,Credit Card
348,5/4/2025,1081.0,2030,404,0.0,339.94,14.44,Mobile Payment
349,5/4/2025,1068.0,2057,402,1.0,1179.85,8.85,Cash
350,5/4/2025,1024.0,2006,403,3.0,594.0,7.37,Mobile Payment
351,5/4/2025,1157.0,2053,402,1.0,1098.27,4.43,Cash
352,5/4/2025,1083.0,2073,403,1.0,2247.44,13.08,Gift Card
353,5/4/2025,1195.0,2020,404,3.0,1879.15,6.01,Mobile Payment
354,5/4/2025,1127.0,2039,404,0.0,1952.88,28.77,Gift Card
355,5/4/2025,1023.0,2050,404,1.0,0.0,9.03,Credit Card
356,5/4/2025,1055.0,2074,403,0.0,1978.5,11.53,Mobile Payment
357,5/4/2025,1012.0,2036,404,3.0,653.94,28.74,Credit Card
358,5/4/2025,1073.0,2068,401,0.0,2460.72,13.67,Credit Card
359,5/4/2025,1110.0,2017,403,2.0,370.96,28.08,Gift Card
360,5/4/2025,1195.0,2051,403,0.0,117.32,7.43,Gift Card
361,5/4/2025,1102.0,2006,402,2.0,792.0,29.4,Gift Card
362,5/4/2025,1141.0,2036,401,3.0,871.92,22.62,Cash
363,5/4/2025,1129.0,2057,403,0.0,1747.92,27.29,Cash
364,5/4/2025,1032.0,2012,404,2.0,997.1,9.5,Gift Card
365,5/4/2025,1086.0,2071,403,1.0,553.64,20.99,Credit Card
366,5/4/2025,1050.0,2077,404,0.0,561.83,13.87,Credit Card
367,5/4/2025,1011.0,2004,402,2.0,0.0,8.95,Gift Card
368,5/4/2025,1121.0,2066,404,1.0,0.0,5.7,Cash
369,5/4/2025,1155.0,2065,402,2.0,1128.82,13.91,Mobile Payment
370,5/4/2025,1156.0,2040,402,3.0,138.16,12.24,Mobile Payment
371,5/4/2025,1157.0,2094,403,2.0,1578.72,0.94,Gift Card
372,5/4/2025,1129.0,2065,404,2.0,752.54,29.3,Gift Card
373,5/4/2025,1121.0,2002,403,2.0,2771.2,9.51,Credit Card
374,5/4/2025,1172.0,2014,404,2.0,197.04,29.68,Cash
375,5/4/2025,1185.0,2088,401,3.0,2128.05,4.63,Cash
376,5/4/2025,1067.0,2083,402,0.0,0.0,16.1,Mobile Payment
377,5/4/2025,1149.0,2061,402,3.0,1199.52,22.37,Gift Card
378,5/4/2025,1037.0,2087,402,0.0,318.64,13.57,Gift Card
379,5/4/2025,1146.0,2089,401,1.0,744.34,7.85,Credit Card
380,5/4/2025,1004.0,2056,403,3.0,2098.88,13.78,Credit Card
381,5/4/2025,1038.0,2052,402,3.0,2193.78,7.05,Credit Card
383,5/4/2025,1180.0,2017,402,2.0,741.92,13.89,Cash
384,5/4/2025,1169.0,2061,404,2.0,319.87,14.31,Gift Card
385,5/4/2025,1044.0,2058,403,2.0,1066.8,20.71,Credit Card
387,5/4/2025,1049.0,2031,403,2.0,1356.72,4.81,Mobile Payment
388,5/4/2025,1057.0,2038,403,1.0,2501.58,3.58,Credit Card
389,5/4/2025,1176.0,2090,404,2.0,343.87,11.65,Credit Card
390,5/4/2025,1122.0,2044,403,2.0,166.06,28.41,Credit Card
